orig	new
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_36.zvi.tif	CTN036_Day6_35.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_37.zvi.tif	CTN036_Day6_36.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_38.zvi.tif	CTN036_Day6_37.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_39.zvi.tif	CTN036_Day6_38.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_40.zvi.tif	CTN036_Day6_39.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_42.zvi.tif	CTN036_Day6_41.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_47.zvi.tif	CTN036_Day6_46.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_48.zvi.tif	CTN036_Day6_47.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_49.zvi.tif	CTN036_Day6_48.tif
CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_53.zvi.tif	CTN036_Day6_52.tif
CTN037 d6 Tumor-13_Position(55).tif_Files.tif	CTN037_Day6_01.tif
CTN037 d6 Tumor-13_Position(56).tif_Files.tif	CTN037_Day6_02.tif
CTN037 d6 Tumor-13_Position(57).tif_Files.tif	CTN037_Day6_03.tif
CTN037 d6 Tumor-13_Position(58).tif_Files.tif	CTN037_Day6_04.tif
CTN037 d6 Tumor-13_Position(59).tif_Files.tif	CTN037_Day6_05.tif
CTN037 d6 Tumor-13_Position(60).tif_Files.tif	CTN037_Day6_06.tif
CTN038 d6 Tumor-18_Position(120).tif_Files.tif	CTN038_Day6_01.tif
CTN038 d6 Tumor-18_Position(121).tif_Files.tif	CTN038_Day6_02.tif
CTN038 d6 Tumor-18_Position(122).tif_Files.tif	CTN038_Day6_03.tif
CTN038 d6 Tumor-18_Position(123).tif_Files.tif	CTN038_Day6_04.tif
CTN039 d6 Tumor-22_Position(176).tif_Files.tif	CTN039_Day6_01.tif
CTN039 d6 Tumor-22_Position(178).tif_Files.tif	CTN039_Day6_03.tif
CTN039 d6 Tumor-22_Position(180).tif_Files.tif	CTN039_Day6_05.tif
CTN039 d6 Tumor-22_Position(181).tif_Files.tif	CTN039_Day6_06.tif
CTN039 d6 Tumor-22_Position(182).tif_Files.tif	CTN039_Day6_07.tif
CTN039 d6 Tumor-22_Position(183).tif_Files.tif	CTN039_Day6_08.tif
CTN039 d6 Tumor-22_Position(186).tif_Files.tif	CTN039_Day6_11.tif
CTN039 d6 Tumor-22_Position(187).tif_Files.tif	CTN039_Day6_12.tif
CTN039 d6 Tumor-22_Position(188).tif_Files.tif	CTN039_Day6_13.tif
CTN039 d6 Tumor-22_Position(189).tif_Files.tif	CTN039_Day6_14.tif
CTN039 d6 Tumor-22_Position(190).tif_Files.tif	CTN039_Day6_15.tif
CTN041 d6 Tumor-03_Position(337).tif_Files.tif	CTN041_Day6_01.tif
CTN041 d6 Tumor-03_Position(338).tif_Files.tif	CTN041_Day6_02.tif
CTN041 d6 Tumor-03_Position(339).tif_Files.tif	CTN041_Day6_03.tif
CTN041 d6 Tumor-03_Position(340).tif_Files.tif	CTN041_Day6_04.tif
CTN041 d6 Tumor-03_Position(341).tif_Files.tif	CTN041_Day6_05.tif
CTN041 d6 Tumor-03_Position(342).tif_Files.tif	CTN041_Day6_06.tif
CTN041 d6 Tumor-03_Position(343).tif_Files.tif	CTN041_Day6_07.tif
CTN041 d6 Tumor-03_Position(344).tif_Files.tif	CTN041_Day6_08.tif
CTN041 d6 Tumor-03_Position(345).tif_Files.tif	CTN041_Day6_09.tif
CTN041 d6 Tumor-03_Position(346).tif_Files.tif	CTN041_Day6_10.tif
CTN041 d6 Tumor-03_Position(347).tif_Files.tif	CTN041_Day6_11.tif
CTN041 d6 Tumor-03_Position(348).tif_Files.tif	CTN041_Day6_12.tif
CTN041 d6 Tumor-03_Position(349).tif_Files.tif	CTN041_Day6_13.tif
CTN041 d6 Tumor-03_Position(350).tif_Files.tif	CTN041_Day6_14.tif
CTN041 d6 Tumor-03_Position(351).tif_Files.tif	CTN041_Day6_15.tif
CTN041 d6 Tumor-03_Position(352).tif_Files.tif	CTN041_Day6_16.tif
CTN041 d6 Tumor-03_Position(353).tif_Files.tif	CTN041_Day6_17.tif
CTN041 d6 Tumor-03_Position(354).tif_Files.tif	CTN041_Day6_18.tif
CTN041 d6 Tumor-03_Position(355).tif_Files.tif	CTN041_Day6_19.tif
CTN041 d6 Tumor-03_Position(356).tif_Files.tif	CTN041_Day6_20.tif
CTN041 d6 Tumor-03_Position(357).tif_Files.tif	CTN041_Day6_21.tif
CTN041 d6 Tumor-03_Position(358).tif_Files.tif	CTN041_Day6_22.tif
CTN041 d6 Tumor-03_Position(359).tif_Files.tif	CTN041_Day6_23.tif
CTN041 d6 Tumor-03_Position(360).tif_Files.tif	CTN041_Day6_24.tif
CTN041 d6 Tumor-03_Position(361).tif_Files.tif	CTN041_Day6_25.tif
CTN041 d6 Tumor-03_Position(362).tif_Files.tif	CTN041_Day6_26.tif
CTN041 d6 Tumor-03_Position(363).tif_Files.tif	CTN041_Day6_27.tif
CTN041 d6 Tumor-03_Position(364).tif_Files.tif	CTN041_Day6_28.tif
CTN041 d6 Tumor-03_Position(365).tif_Files.tif	CTN041_Day6_29.tif
CTN041 d6 Tumor-03_Position(366).tif_Files.tif	CTN041_Day6_30.tif
CTN041 d6 Tumor-03_Position(367).tif_Files.tif	CTN041_Day6_31.tif
CTN041 d6 Tumor-03_Position(368).tif_Files.tif	CTN041_Day6_32.tif
CTN041 d6 Tumor-03_Position(369).tif_Files.tif	CTN041_Day6_33.tif
CTN041 d6 Tumor-03_Position(370).tif_Files.tif	CTN041_Day6_34.tif
CTn042 d6 K14-02_Position(173).zvi.tif	CTN042_Day6_01.tif
CTn042 d6 K14-02_Position(174).zvi.tif	CTN042_Day6_02.tif
CTn042 d6 K14-02_Position(175).zvi.tif	CTN042_Day6_03.tif
CTn042 d6 K14-02_Position(176).zvi.tif	CTN042_Day6_04.tif
CTn042 d6 K14-02_Position(177).zvi.tif	CTN042_Day6_05.tif
CTn042 d6 K14-02_Position(178).zvi.tif	CTN042_Day6_06.tif
CTn042 d6 K14-02_Position(179).zvi.tif	CTN042_Day6_07.tif
CTn042 d6 K14-02_Position(180).zvi.tif	CTN042_Day6_08.tif
CTn042 d6 K14-02_Position(181).zvi.tif	CTN042_Day6_09.tif
CTn042 d6 K14-02_Position(182).zvi.tif	CTN042_Day6_10.tif
CTn042 d6 K14-02_Position(183).zvi.tif	CTN042_Day6_11.tif
CTn042 d6 K14-02_Position(184).zvi.tif	CTN042_Day6_12.tif
CTn042 d6 K14-02_Position(185).zvi.tif	CTN042_Day6_13.tif
CTn042 d6 K14-02_Position(186).zvi.tif	CTN042_Day6_14.tif
CTn042 d6 K14-02_Position(187).zvi.tif	CTN042_Day6_15.tif
CTn042 d6 K14-02_Position(188).zvi.tif	CTN042_Day6_16.tif
CTn042 d6 K14-02_Position(189).zvi.tif	CTN042_Day6_17.tif
CTn042 d6 K14-02_Position(190).zvi.tif	CTN042_Day6_18.tif
CTn042 d6 K14-02_Position(191).zvi.tif	CTN042_Day6_19.tif
CTn042 d6 K14-02_Position(192).zvi.tif	CTN042_Day6_20.tif
CTn042 d6 K14-02_Position(193).zvi.tif	CTN042_Day6_21.tif
CTn042 d6 K14-02_Position(194).zvi.tif	CTN042_Day6_22.tif
CTn042 d6 K14-02_Position(195).zvi.tif	CTN042_Day6_23.tif
CTn042 d6 K14-02_Position(196).zvi.tif	CTN042_Day6_24.tif
CTn042 d6 K14-02_Position(197).zvi.tif	CTN042_Day6_25.tif
CTn042 d6 K14-02_Position(198).zvi.tif	CTN042_Day6_26.tif
CTn042 d6 K14-02_Position(200).zvi.tif	CTN042_Day6_27.tif
CTn042 d6 K14-02_Position(201).zvi.tif	CTN042_Day6_28.tif
CTn042 d6 K14-02_Position(202).zvi.tif	CTN042_Day6_29.tif
CTn042 d6 K14-02_Position(203).zvi.tif	CTN042_Day6_30.tif
CTn042 d6 K14-02_Position(204).zvi.tif	CTN042_Day6_31.tif
CTn042 d6 K14-02_Position(205).zvi.tif	CTN042_Day6_32.tif
CTn042 d6 K14-02_Position(206).zvi.tif	CTN042_Day6_33.tif
CTn042 d6 K14-02_Position(207).zvi.tif	CTN042_Day6_34.tif
CTn042 d6 K14-02_Position(208).zvi.tif	CTN042_Day6_35.tif
CTn042 d6 K14-02_Position(209).zvi.tif	CTN042_Day6_36.tif
CTn042 d6 K14-02_Position(210).zvi.tif	CTN042_Day6_37.tif
CTn042 d6 K14-02_Position(211).zvi.tif	CTN042_Day6_38.tif
CTn042 d6 K14-02_Position(212).zvi.tif	CTN042_Day6_39.tif
CTn042 d6 K14-02_Position(213).zvi.tif	CTN042_Day6_40.tif
CTn042 d6 K14-02_Position(214).zvi.tif	CTN042_Day6_41.tif
CTn044 d6 tumor K14 -07_AA03_01.zvi.tif	CTN044_Day6_01.tif
CTn044 d6 tumor K14 -07_AA03_02.zvi.tif	CTN044_Day6_02.tif
CTn044 d6 tumor K14 -07_AA03_03.zvi.tif	CTN044_Day6_03.tif
CTn044 d6 tumor K14 -07_AA03_04.zvi.tif	CTN044_Day6_04.tif
CTn044 d6 tumor K14 -07_AA03_05.zvi.tif	CTN044_Day6_05.tif
CTn044 d6 tumor K14 -07_AA03_06.zvi.tif	CTN044_Day6_06.tif
CTn044 d6 tumor K14 -07_AA03_07.zvi.tif	CTN044_Day6_07.tif
CTn044 d6 tumor K14 -07_AA03_08.zvi.tif	CTN044_Day6_08.tif
CTn044 d6 tumor K14 -07_AA03_09.zvi.tif	CTN044_Day6_09.tif
CTn044 d6 tumor K14 -07_AA04_01.zvi.tif	CTN044_Day6_10.tif
CTn044 d6 tumor K14 -07_AA04_02.zvi.tif	CTN044_Day6_11.tif
CTn044 d6 tumor K14 -07_AA04_03.zvi.tif	CTN044_Day6_12.tif
CTn044 d6 tumor K14 -07_AA04_04.zvi.tif	CTN044_Day6_13.tif
CTn045 d6 Tumor K14-17_AA03_01.zvi.tif	CTN045_Day6_01.tif
CTn045 d6 Tumor K14-17_AA03_02.zvi.tif	CTN045_Day6_02.tif
CTn045 d6 Tumor K14-17_AA04_01.zvi.tif	CTN045_Day6_03.tif
CTn046 d6 Tumor K14-16_Position(46).zvi.tif	CTN046_Day6_01.tif
CTn046 d6 Tumor K14-16_Position(47).zvi.tif	CTN046_Day6_02.tif
CTn046 d6 Tumor K14-16_Position(48).zvi.tif	CTN046_Day6_03.tif
CTn046 d6 Tumor K14-16_Position(49).zvi.tif	CTN046_Day6_04.tif
CTn046 d6 Tumor K14-16_Position(50).zvi.tif	CTN046_Day6_05.tif
CTn046 d6 Tumor K14-16_Position(51).zvi.tif	CTN046_Day6_06.tif
CTn046 d6 Tumor K14-16_Position(52).zvi.tif	CTN046_Day6_07.tif
CTn046 d6 Tumor K14-16_Position(53).zvi.tif	CTN046_Day6_08.tif
CTn046 d6 Tumor K14-16_Position(54).zvi.tif	CTN046_Day6_09.tif
CTn046 d6 Tumor K14-16_Position(55).zvi.tif	CTN046_Day6_10.tif
CTn046 d6 Tumor K14-16_Position(56).zvi.tif	CTN046_Day6_11.tif
CTn046 d6 Tumor K14-16_Position(57).zvi.tif	CTN046_Day6_12.tif
CTn046 d6 Tumor K14-16_Position(58).zvi.tif	CTN046_Day6_13.tif
CTn046 d6 Tumor K14-16_Position(59).zvi.tif	CTN046_Day6_14.tif
CTn046 d6 Tumor K14-16_Position(60).zvi.tif	CTN046_Day6_15.tif
CTn046 d6 Tumor K14-16_Position(61).zvi.tif	CTN046_Day6_16.tif
CTn046 d6 Tumor K14-16_Position(62).zvi.tif	CTN046_Day6_17.tif
CTn046 d6 Tumor K14-16_Position(63).zvi.tif	CTN046_Day6_18.tif
CTn046 d6 Tumor K14-16_Position(64).zvi.tif	CTN046_Day6_19.tif
CTn046 d6 Tumor K14-16_Position(65).zvi.tif	CTN046_Day6_20.tif
CTN047 d6 Tumor-024_Position(37).tif_Files.tif	CTN047_Day6_01.tif
CTN047 d6 Tumor-024_Position(38).tif_Files.tif	CTN047_Day6_02.tif
CTN047 d6 Tumor-024_Position(39).tif_Files.tif	CTN047_Day6_03.tif
CTN047 d6 Tumor-024_Position(40).tif_Files.tif	CTN047_Day6_04.tif
CTN047 d6 Tumor-024_Position(41).tif_Files.tif	CTN047_Day6_05.tif
CTN047 d6 Tumor-024_Position(42).tif_Files.tif	CTN047_Day6_06.tif
CTN047 d6 Tumor-024_Position(43).tif_Files.tif	CTN047_Day6_07.tif
CTN047 d6 Tumor-024_Position(44).tif_Files.tif	CTN047_Day6_08.tif
CTN047 d6 Tumor-024_Position(45).tif_Files.tif	CTN047_Day6_09.tif
CTN047 d6 Tumor-024_Position(46).tif_Files.tif	CTN047_Day6_10.tif
CTN048 d6 Tumor-036_AB03_01.tif_Files.tif	CTN048_Day6_01.tif
CTN048 d6 Tumor-036_AB03_02.tif_Files.tif	CTN048_Day6_02.tif
CTN048 d6 Tumor-036_AB03_03.tif_Files.tif	CTN048_Day6_03.tif
CTN048 d6 Tumor-036_AB03_04.tif_Files.tif	CTN048_Day6_04.tif
CTN048 d6 Tumor-036_AB03_05.tif_Files.tif	CTN048_Day6_05.tif
CTN048 d6 Tumor-036_AB03_06.tif_Files.tif	CTN048_Day6_06.tif
CTN048 d6 Tumor-036_AB03_07.tif_Files.tif	CTN048_Day6_07.tif
CTN048 d6 Tumor-036_AB03_08.tif_Files.tif	CTN048_Day6_08.tif
CTN048 d6 Tumor-036_AB03_09.tif_Files.tif	CTN048_Day6_09.tif
CTN048 d6 Tumor-036_AB03_10.tif_Files.tif	CTN048_Day6_10.tif
CTN048 d6 Tumor-036_AB03_11.tif_Files.tif	CTN048_Day6_11.tif
CTN048 d6 Tumor-036_AB03_12.tif_Files.tif	CTN048_Day6_12.tif
CTN049 d6 Tumor-035_AC04_01.tif_Files.tif	CTN049_Day6_01.tif
CTN049 d6 Tumor-035_AC04_02.tif_Files.tif	CTN049_Day6_02.tif
CTN049 d6 Tumor-035_AC04_03.tif_Files.tif	CTN049_Day6_03.tif
CTN049 d6 Tumor-035_AC04_04.tif_Files.tif	CTN049_Day6_04.tif
CTN049 d6 Tumor-035_AC04_05.tif_Files.tif	CTN049_Day6_05.tif
CTN049 d6 Tumor-035_AC04_06.tif_Files.tif	CTN049_Day6_06.tif
CTN049 d6 Tumor-035_AC04_07.tif_Files.tif	CTN049_Day6_07.tif
CTN049 d6 Tumor-035_AC04_08.tif_Files.tif	CTN049_Day6_08.tif
CTN049 d6 Tumor-035_AC04_09.tif_Files.tif	CTN049_Day6_09.tif
CTN049 d6 Tumor-035_AC04_10.tif_Files.tif	CTN049_Day6_10.tif
CTN049 d6 Tumor-035_AC04_11.tif_Files.tif	CTN049_Day6_11.tif
CTN049 d6 Tumor-035_AC04_12.tif_Files.tif	CTN049_Day6_12.tif
CTN049 d6 Tumor-035_AC04_13.tif_Files.tif	CTN049_Day6_13.tif
CTN049 d6 Tumor-035_AC04_14.tif_Files.tif	CTN049_Day6_14.tif
CTN049 d6 Tumor-035_AC04_15.tif_Files.tif	CTN049_Day6_15.tif
CTN049 d6 Tumor-035_AC04_16.tif_Files.tif	CTN049_Day6_16.tif
CTN049 d6 Tumor-035_AC04_17.tif_Files.tif	CTN049_Day6_17.tif
CTN049 d6 Tumor-035_AC04_18.tif_Files.tif	CTN049_Day6_18.tif
CTN049 d6 Tumor-035_AC04_19.tif_Files.tif	CTN049_Day6_19.tif
CTN049 d6 Tumor-035_AC04_20.tif_Files.tif	CTN049_Day6_20.tif
CTN049 d6 Tumor-035_AC04_21.tif_Files.tif	CTN049_Day6_21.tif
CTN049 d6 Tumor-035_AC04_22.tif_Files.tif	CTN049_Day6_22.tif
CTN049 d6 Tumor-035_AC04_23.tif_Files.tif	CTN049_Day6_23.tif
CTN049 d6 Tumor-035_AC04_24.tif_Files.tif	CTN049_Day6_24.tif
CTN049 d6 Tumor-035_AC04_25.tif_Files.tif	CTN049_Day6_25.tif
CTN049 d6 Tumor-035_AC04_26.tif_Files.tif	CTN049_Day6_26.tif
CTN049 d6 Tumor-035_AC04_27.tif_Files.tif	CTN049_Day6_27.tif
CTN049 d6 Tumor-035_AC04_28.tif_Files.tif	CTN049_Day6_28.tif
CTN050 d6 Tumor-039_AC03_01.tif_Files.tif	CTN050_Day6_01.tif
CTN050 d6 Tumor-039_AC03_02.tif_Files.tif	CTN050_Day6_02.tif
CTN050 d6 Tumor-039_AC03_03.tif_Files.tif	CTN050_Day6_03.tif
CTN050 d6 Tumor-039_AC03_04.tif_Files.tif	CTN050_Day6_04.tif
CTN050 d6 Tumor-039_AC03_05.tif_Files.tif	CTN050_Day6_05.tif
CTN050 d6 Tumor-039_AC03_06.tif_Files.tif	CTN050_Day6_06.tif
CTN050 d6 Tumor-039_AC03_07.tif_Files.tif	CTN050_Day6_07.tif
CTN050 d6 Tumor-039_AC03_08.tif_Files.tif	CTN050_Day6_08.tif
CTN050 d6 Tumor-039_AC03_09.tif_Files.tif	CTN050_Day6_09.tif
CTN050 d6 Tumor-039_AC03_10.tif_Files.tif	CTN050_Day6_10.tif
CTN052 Tumorl d6-0011_AB01_01.tif_Files.tif	CTN052_Day6_01.tif
CTN052 Tumorl d6-0011_AB01_02.tif_Files.tif	CTN052_Day6_02.tif
CTN052 Tumorl d6-0011_AB01_03.tif_Files.tif	CTN052_Day6_03.tif
CTN052 Tumorl d6-0011_AB01_04.tif_Files.tif	CTN052_Day6_04.tif
CTN052 Tumorl d6-0011_AB01_05.tif_Files.tif	CTN052_Day6_05.tif
CTN052 Tumorl d6-0011_AB01_06.tif_Files.tif	CTN052_Day6_06.tif
CTN052 Tumorl d6-0011_AB01_07.tif_Files.tif	CTN052_Day6_07.tif
CTN052 Tumorl d6-0011_AB01_08.tif_Files.tif	CTN052_Day6_08.tif
CTN052 Tumorl d6-0011_AB01_09.tif_Files.tif	CTN052_Day6_09.tif
CTN052 Tumorl d6-0011_AB01_10.tif_Files.tif	CTN052_Day6_10.tif
CTN052 Tumorl d6-0011_AB01_11.tif_Files.tif	CTN052_Day6_11.tif
CTN052 Tumorl d6-0011_AB01_12.tif_Files.tif	CTN052_Day6_12.tif
CTN052 Tumorl d6-0011_AB01_13.tif_Files.tif	CTN052_Day6_13.tif
CTN052 Tumorl d6-0011_AB01_14.tif_Files.tif	CTN052_Day6_14.tif
CTN052 Tumorl d6-0011_AB01_15.tif_Files.tif	CTN052_Day6_15.tif
CTN052 Tumorl d6-0011_AB01_16.tif_Files.tif	CTN052_Day6_16.tif
CTN052 Tumorl d6-0011_AB01_17.tif_Files.tif	CTN052_Day6_17.tif
CTN052 Tumorl d6-0011_AB01_18.tif_Files.tif	CTN052_Day6_18.tif
CTN052 Tumorl d6-0011_AB01_19.tif_Files.tif	CTN052_Day6_19.tif
CTN053 Tumorl d6-0013_AA01_01.tif_Files.tif	CTN053_Day6_01.tif
CTN053 Tumorl d6-0013_AA01_02.tif_Files.tif	CTN053_Day6_02.tif
CTN053 Tumorl d6-0013_AA01_03.tif_Files.tif	CTN053_Day6_03.tif
CTN053 Tumorl d6-0013_AA01_04.tif_Files.tif	CTN053_Day6_04.tif
CTN053 Tumorl d6-0013_AA01_05.tif_Files.tif	CTN053_Day6_05.tif
CTN053 Tumorl d6-0013_AA01_06.tif_Files.tif	CTN053_Day6_06.tif
CTN053 Tumorl d6-0013_AA01_07.tif_Files.tif	CTN053_Day6_07.tif
CTN053 Tumorl d6-0013_AA01_08.tif_Files.tif	CTN053_Day6_08.tif
CTN053 Tumorl d6-0013_AA01_09.tif_Files.tif	CTN053_Day6_09.tif
CTN053 Tumorl d6-0013_AA01_10.tif_Files.tif	CTN053_Day6_10.tif
CTN053 Tumorl d6-0013_AA01_11.tif_Files.tif	CTN053_Day6_11.tif
CTN053 Tumorl d6-0013_AA01_12.tif_Files.tif	CTN053_Day6_12.tif
CTN053 Tumorl d6-0013_AA01_13.tif_Files.tif	CTN053_Day6_13.tif
CTN053 Tumorl d6-0013_AA01_14.tif_Files.tif	CTN053_Day6_14.tif
CTN053 Tumorl d6-0013_AA01_15.tif_Files.tif	CTN053_Day6_15.tif
CTN053 Tumorl d6-0013_AA01_16.tif_Files.tif	CTN053_Day6_16.tif
CTN053 Tumorl d6-0013_AA01_17.tif_Files.tif	CTN053_Day6_17.tif
CTN053 Tumorl d6-0013_AA01_18.tif_Files.tif	CTN053_Day6_18.tif
CTN053 Tumorl d6-0013_AA01_19.tif_Files.tif	CTN053_Day6_19.tif
CTN053 Tumorl d6-0013_AA01_20.tif_Files.tif	CTN053_Day6_20.tif
CTN053 Tumorl d6-0013_AA01_21.tif_Files.tif	CTN053_Day6_21.tif
CTN053 Tumorl d6-0013_AA01_22.tif_Files.tif	CTN053_Day6_22.tif
CTN053 Tumorl d6-0013_AA01_23.tif_Files.tif	CTN053_Day6_23.tif
CTN054 Tumorl d6-0014_AA06_01.tif_Files.tif	CTN054_Day6_01.tif
CTN054 Tumorl d6-0014_AA06_02.tif_Files.tif	CTN054_Day6_02.tif
CTN054 Tumorl d6-0014_AA06_03.tif_Files.tif	CTN054_Day6_03.tif
CTN054 Tumorl d6-0014_AA06_04.tif_Files.tif	CTN054_Day6_04.tif
CTN054 Tumorl d6-0014_AA06_05.tif_Files.tif	CTN054_Day6_05.tif
CTN054 Tumorl d6-0014_AA06_06.tif_Files.tif	CTN054_Day6_06.tif
CTN054 Tumorl d6-0014_AA06_07.tif_Files.tif	CTN054_Day6_07.tif
CTN054 Tumorl d6-0014_AA06_08.tif_Files.tif	CTN054_Day6_08.tif
CTN054 Tumorl d6-0014_AA06_09.tif_Files.tif	CTN054_Day6_09.tif
CTN055 Tumorl d6-0015_AC04_01.tif_Files.tif	CTN055_Day6_01.tif
CTN055 Tumorl d6-0015_AC04_02.tif_Files.tif	CTN055_Day6_02.tif
CTN055 Tumorl d6-0015_AC04_03.tif_Files.tif	CTN055_Day6_03.tif
CTN055 Tumorl d6-0015_AC04_04.tif_Files.tif	CTN055_Day6_04.tif
CTN055 Tumorl d6-0015_AC04_05.tif_Files.tif	CTN055_Day6_05.tif
CTN055 Tumorl d6-0015_AC04_06.tif_Files.tif	CTN055_Day6_06.tif
CTN055 Tumorl d6-0015_AC04_07.tif_Files.tif	CTN055_Day6_07.tif
CTN055 Tumorl d6-0015_AC04_08.tif_Files.tif	CTN055_Day6_08.tif
CTN057 Tumor d6-0021_Position(75).tif_Files.tif	CTN057_Day6_01.tif
CTN057 Tumor d6-0021_Position(76).tif_Files.tif	CTN057_Day6_02.tif
CTN057 Tumor d6-0021_Position(77).tif_Files.tif	CTN057_Day6_03.tif
CTN057 Tumor d6-0021_Position(78).tif_Files.tif	CTN057_Day6_04.tif
CTN058 Tumorl d6-0016_AA02_01.tif_Files.tif	CTN058_Day6_01.tif
CTN058 Tumorl d6-0016_AA02_02.tif_Files.tif	CTN058_Day6_02.tif
CTN058 Tumorl d6-0016_AA02_03.tif_Files.tif	CTN058_Day6_03.tif
CTN058 Tumorl d6-0016_AA02_04.tif_Files.tif	CTN058_Day6_04.tif
CTN058 Tumorl d6-0016_AA02_05.tif_Files.tif	CTN058_Day6_05.tif
CTN058 Tumorl d6-0016_AA02_06.tif_Files.tif	CTN058_Day6_06.tif
CTN058 Tumorl d6-0016_AA02_07.tif_Files.tif	CTN058_Day6_07.tif
CTN058 Tumorl d6-0016_AA02_08.tif_Files.tif	CTN058_Day6_08.tif
CTN058 Tumorl d6-0016_AA02_09.tif_Files.tif	CTN058_Day6_09.tif
CTN058 Tumorl d6-0016_AA02_10.tif_Files.tif	CTN058_Day6_10.tif
CTN058 Tumorl d6-0016_AA02_11.tif_Files.tif	CTN058_Day6_11.tif
CTN058 Tumorl d6-0016_AA02_12.tif_Files.tif	CTN058_Day6_12.tif
CTN058 Tumorl d6-0016_AA02_13.tif_Files.tif	CTN058_Day6_13.tif
CTN058 Tumorl d6-0016_AA02_14.tif_Files.tif	CTN058_Day6_14.tif
CTN058 Tumorl d6-0016_AA02_15.tif_Files.tif	CTN058_Day6_15.tif
CTN058 Tumorl d6-0016_AA02_16.tif_Files.tif	CTN058_Day6_16.tif
CTN058 Tumorl d6-0016_AA02_17.tif_Files.tif	CTN058_Day6_17.tif
CTN060 Tumorl d6-0017_AB01_01.tif_Files.tif	CTN060_Day6_01.tif
CTN060 Tumorl d6-0017_AB01_02.tif_Files.tif	CTN060_Day6_02.tif
CTN060 Tumorl d6-0017_AB01_03.tif_Files.tif	CTN060_Day6_03.tif
CTN060 Tumorl d6-0017_AB01_04.tif_Files.tif	CTN060_Day6_04.tif
CTN060 Tumorl d6-0017_AB01_05.tif_Files.tif	CTN060_Day6_05.tif
CTN060 Tumorl d6-0017_AB01_06.tif_Files.tif	CTN060_Day6_06.tif
CTN060 Tumorl d6-0017_AB01_07.tif_Files.tif	CTN060_Day6_07.tif
CTN060 Tumorl d6-0017_AB01_08.tif_Files.tif	CTN060_Day6_08.tif
CTN060 Tumorl d6-0017_AB01_09.tif_Files.tif	CTN060_Day6_09.tif
CTN060 Tumorl d6-0017_AB01_10.tif_Files.tif	CTN060_Day6_10.tif
CTN060 Tumorl d6-0017_AB01_11.tif_Files.tif	CTN060_Day6_11.tif
CTN060 Tumorl d6-0017_AB01_12.tif_Files.tif	CTN060_Day6_12.tif
CTN060 Tumorl d6-0017_AB01_13.tif_Files.tif	CTN060_Day6_13.tif
CTN060 Tumorl d6-0017_AB01_14.tif_Files.tif	CTN060_Day6_14.tif
CTN060 Tumorl d6-0017_AB01_15.tif_Files.tif	CTN060_Day6_15.tif
CTN060 Tumorl d6-0017_AB01_16.tif_Files.tif	CTN060_Day6_16.tif
CTN060 Tumorl d6-0017_AB01_17.tif_Files.tif	CTN060_Day6_17.tif
CTN060 Tumorl d6-0017_AB01_18.tif_Files.tif	CTN060_Day6_18.tif
CTN069 Tumor d6-0004_AD01_01.tif_Files.tif	CTN069_Day6_01.tif
CTN069 Tumor d6-0004_AD01_02.tif_Files.tif	CTN069_Day6_02.tif
CTN069 Tumor d6-0004_AD01_03.tif_Files.tif	CTN069_Day6_03.tif
CTN069 Tumor d6-0004_AD01_04.tif_Files.tif	CTN069_Day6_04.tif
CTN069 Tumor d6-0004_AD01_05.tif_Files.tif	CTN069_Day6_05.tif
CTN069 Tumor d6-0004_AD01_06.tif_Files.tif	CTN069_Day6_06.tif
CTN070 Tumor d6-0005_AD05_01.tif_Files.tif	CTN070_Day6_01.tif
CTN070 Tumor d6-0005_AD05_02.tif_Files.tif	CTN070_Day6_02.tif
CTN070 Tumor d6-0005_AD05_03.tif_Files.tif	CTN070_Day6_03.tif
CTN070 Tumor d6-0005_AD05_04.tif_Files.tif	CTN070_Day6_04.tif
CTN070 Tumor d6-0005_AD05_05.tif_Files.tif	CTN070_Day6_05.tif
CTN070 Tumor d6-0005_AD05_06.tif_Files.tif	CTN070_Day6_06.tif
CTN070 Tumor d6-0005_AD05_07.tif_Files.tif	CTN070_Day6_07.tif
CTN071 Tumor d6-0014_Position(94).tif_Files.tif	CTN071_Day6_01.tif
CTN071 Tumor d6-0014_Position(95).tif_Files.tif	CTN071_Day6_02.tif
CTN071 Tumor d6-0014_Position(96).tif_Files.tif	CTN071_Day6_03.tif
CTN071 Tumor d6-0014_Position(97).tif_Files.tif	CTN071_Day6_04.tif
CTN071 Tumor d6-0014_Position(98).tif_Files.tif	CTN071_Day6_05.tif
CTN071 Tumor d6-0014_Position(99).tif_Files.tif	CTN071_Day6_06.tif
CTN071 Tumor d6-0014_Position(100).tif_Files.tif	CTN071_Day6_07.tif
