   lines   words   chars filename
     487     974    6818 CTN052_Tumor_Day6_08_xy.txt
     577    1154    8078 CTN052_Tumor_Day6_09_xy.txt
     423     846    5922 CTN052_Tumor_Day6_10_xy.txt
     294     588    4116 CTN052_Tumor_Day6_11_xy.txt
     173     346    2422 CTN052_Tumor_Day6_12_xy.txt
     451     902    6314 CTN052_Tumor_Day6_13_xy.txt
    1045    2090   14630 CTN052_Tumor_Day6_14_xy.txt
     996    1992   13944 CTN052_Tumor_Day6_15_xy.txt
     419     838    5866 CTN052_Tumor_Day6_16_xy.txt
     588    1176    8232 CTN052_Tumor_Day6_17_xy.txt
     687    1374    9618 CTN052_Tumor_Day6_18_xy.txt
     503    1006    7042 CTN052_Tumor_Day6_19_xy.txt
     600    1200    8400 CTN053_Tumor_Day6_01_xy.txt
     323     646    4522 CTN053_Tumor_Day6_02_xy.txt
     340     680    4760 CTN053_Tumor_Day6_03_xy.txt
     320     640    4480 CTN053_Tumor_Day6_04_xy.txt
     229     458    3206 CTN053_Tumor_Day6_05_xy.txt
     520    1040    7280 CTN053_Tumor_Day6_06_xy.txt
     351     702    4914 CTN053_Tumor_Day6_07_xy.txt
     370     740    5180 CTN053_Tumor_Day6_08_xy.txt
     441     882    6174 CTN053_Tumor_Day6_09_xy.txt
     377     754    5278 CTN053_Tumor_Day6_10_xy.txt
     312     624    4368 CTN053_Tumor_Day6_11_xy.txt
     513    1026    7182 CTN053_Tumor_Day6_12_xy.txt
     257     514    3598 CTN053_Tumor_Day6_13_xy.txt
     229     458    3206 CTN053_Tumor_Day6_14_xy.txt
     423     846    5922 CTN053_Tumor_Day6_15_xy.txt
     313     626    4382 CTN053_Tumor_Day6_16_xy.txt
     521    1042    7294 CTN053_Tumor_Day6_17_xy.txt
     501    1002    7014 CTN053_Tumor_Day6_18_xy.txt
     574    1148    8036 CTN053_Tumor_Day6_19_xy.txt
     237     474    3318 CTN053_Tumor_Day6_20_xy.txt
     462     924    6468 CTN053_Tumor_Day6_21_xy.txt
     394     788    5516 CTN053_Tumor_Day6_22_xy.txt
     316     632    4424 CTN053_Tumor_Day6_23_xy.txt
     554    1108    7756 CTN054_Tumor_Day6_01_xy.txt
     824    1648   11536 CTN054_Tumor_Day6_02_xy.txt
     180     360    2520 CTN054_Tumor_Day6_03_xy.txt
     179     358    2506 CTN054_Tumor_Day6_04_xy.txt
     955    1910   13370 CTN054_Tumor_Day6_05_xy.txt
     655    1310    9170 CTN054_Tumor_Day6_06_xy.txt
     391     782    5474 CTN054_Tumor_Day6_07_xy.txt
     566    1132    7924 CTN054_Tumor_Day6_08_xy.txt
     506    1012    7084 CTN054_Tumor_Day6_09_xy.txt
     288     576    4032 CTN055_Tumor_Day6_01_xy.txt
     193     386    2702 CTN055_Tumor_Day6_02_xy.txt
     195     390    2730 CTN055_Tumor_Day6_03_xy.txt
     687    1374    9618 CTN055_Tumor_Day6_04_xy.txt
     145     290    2030 CTN055_Tumor_Day6_05_xy.txt
     753    1506   10542 CTN055_Tumor_Day6_06_xy.txt
     178     356    2492 CTN055_Tumor_Day6_07_xy.txt
     160     320    2240 CTN055_Tumor_Day6_08_xy.txt
     512    1024    7168 CTN057_Tumor_Day6_01_xy.txt
     484     968    6776 CTN057_Tumor_Day6_02_xy.txt
     304     608    4256 CTN058_Tumor_Day6_01_xy.txt
     340     680    4760 CTN058_Tumor_Day6_02_xy.txt
     237     474    3318 CTN058_Tumor_Day6_03_xy.txt
     275     550    3850 CTN058_Tumor_Day6_04_xy.txt
     489     978    6846 CTN058_Tumor_Day6_05_xy.txt
     774    1548   10836 CTN058_Tumor_Day6_06_xy.txt
     550    1100    7700 CTN058_Tumor_Day6_07_xy.txt
     614    1228    8596 CTN058_Tumor_Day6_08_xy.txt
    1025    2050   14350 CTN058_Tumor_Day6_09_xy.txt
     976    1952   13664 CTN058_Tumor_Day6_10_xy.txt
    1457    2914   20398 CTN058_Tumor_Day6_11_xy.txt
     257     514    3598 CTN058_Tumor_Day6_12_xy.txt
     538    1076    7532 CTN058_Tumor_Day6_13_xy.txt
    1213    2426   16982 CTN058_Tumor_Day6_14_xy.txt
    1188    2376   16632 CTN058_Tumor_Day6_15_xy.txt
     445     890    6230 CTN058_Tumor_Day6_16_xy.txt
     232     464    3248 CTN058_Tumor_Day6_17_xy.txt
     376     752    5264 CTN060_Tumor_Day6_01_xy.txt
     304     608    4256 CTN060_Tumor_Day6_02_xy.txt
     690    1380    9660 CTN060_Tumor_Day6_03_xy.txt
     444     888    6216 CTN060_Tumor_Day6_04_xy.txt
     351     702    4914 CTN060_Tumor_Day6_05_xy.txt
     308     616    4312 CTN060_Tumor_Day6_06_xy.txt
     402     804    5628 CTN060_Tumor_Day6_07_xy.txt
     754    1508   10556 CTN060_Tumor_Day6_08_xy.txt
     480     960    6720 CTN060_Tumor_Day6_09_xy.txt
     236     472    3304 CTN060_Tumor_Day6_10_xy.txt
     582    1164    8148 CTN060_Tumor_Day6_11_xy.txt
     439     878    6146 CTN060_Tumor_Day6_12_xy.txt
     306     612    4284 CTN060_Tumor_Day6_13_xy.txt
     240     480    3360 CTN060_Tumor_Day6_14_xy.txt
     183     366    2562 CTN060_Tumor_Day6_15_xy.txt
     232     464    3248 CTN060_Tumor_Day6_16_xy.txt
    1037    2074   14518 CTN060_Tumor_Day6_17_xy.txt
     356     712    4984 CTN060_Tumor_Day6_18_xy.txt
     830    1660   11620 CTN069_Tumor_Day6_01_xy.txt
     156     312    2184 CTN069_Tumor_Day6_02_xy.txt
     170     340    2380 CTN069_Tumor_Day6_03_xy.txt
     257     514    3598 CTN069_Tumor_Day6_04_xy.txt
     189     378    2646 CTN069_Tumor_Day6_05_xy.txt
     162     324    2268 CTN069_Tumor_Day6_06_xy.txt
    2006    4012   28084 CTN070_Tumor_Day6_01_xy.txt
    1426    2852   19964 CTN070_Tumor_Day6_02_xy.txt
    1835    3670   25690 CTN070_Tumor_Day6_03_xy.txt
     234     468    3276 CTN070_Tumor_Day6_04_xy.txt
    1361    2722   19054 CTN070_Tumor_Day6_05_xy.txt
     528    1056    7392 CTN070_Tumor_Day6_06_xy.txt
     468     936    6552 CTN070_Tumor_Day6_07_xy.txt
    1062    2124   14868 CTN071_Tumor_Day6_01_xy.txt
     653    1306    9142 CTN071_Tumor_Day6_02_xy.txt
     523    1046    7322 CTN071_Tumor_Day6_03_xy.txt
    1532    3064   21448 CTN071_Tumor_Day6_04_xy.txt
    1328    2656   18592 CTN071_Tumor_Day6_05_xy.txt
    1238    2476   17332 CTN071_Tumor_Day6_06_xy.txt
     921    1842   12894 CTN071_Tumor_Day6_07_xy.txt
     383     766    5362 CTN073_Tumor_Day6_01_xy.txt
     180     360    2520 CTN073_Tumor_Day6_02_xy.txt
     125     250    1750 CTN073_Tumor_Day6_03_xy.txt
     306     612    4284 CTN075_Tumor_Day6_01_xy.txt
     254     508    3556 CTN075_Tumor_Day6_02_xy.txt
     448     896    6272 CTN075_Tumor_Day6_03_xy.txt
     414     828    5796 CTN075_Tumor_Day6_04_xy.txt
     467     934    6538 CTN075_Tumor_Day6_05_xy.txt
     292     584    4088 CTN075_Tumor_Day6_06_xy.txt
      92     184    1288 CTN075_Tumor_Day6_07_xy.txt
     247     494    3458 CTN075_Tumor_Day6_08_xy.txt
     808    1616   11312 CTN075_Tumor_Day6_09_xy.txt
     156     312    2184 CTN075_Tumor_Day6_10_xy.txt
      89     178    1246 CTN075_Tumor_Day6_11_xy.txt
     184     368    2576 CTN075_Tumor_Day6_12_xy.txt
     113     226    1582 CTN075_Tumor_Day6_13_xy.txt
    1355    2710   18970 CTN075_Tumor_Day6_14_xy.txt
    1014    2028   14196 CTN075_Tumor_Day6_15_xy.txt
     466     932    6524 CTN075_Tumor_Day6_16_xy.txt
     781    1562   10934 CTN075_Tumor_Day6_17_xy.txt
     337     674    4718 CTN075_Tumor_Day6_18_xy.txt
     441     882    6174 CTN075_Tumor_Day6_19_xy.txt
     167     334    2338 CTN075_Tumor_Day6_20_xy.txt
     155     310    2170 CTN075_Tumor_Day6_21_xy.txt
     187     374    2618 CTN075_Tumor_Day6_22_xy.txt
     128     256    1792 CTN075_Tumor_Day6_23_xy.txt
     209     418    2926 CTN075_Tumor_Day6_24_xy.txt
     284     568    3976 CTN075_Tumor_Day6_25_xy.txt
     475     950    6650 CTN075_Tumor_Day6_26_xy.txt
     721    1442   10094 CTN075_Tumor_Day6_27_xy.txt
     562    1124    7868 CTN075_Tumor_Day6_28_xy.txt
     269     538    3766 CTN075_Tumor_Day6_29_xy.txt
     480     960    6720 CTN075_Tumor_Day6_30_xy.txt
     331     662    4634 CTN075_Tumor_Day6_31_xy.txt
     380     760    5320 CTN075_Tumor_Day6_32_xy.txt
     396     792    5544 CTN075_Tumor_Day6_33_xy.txt
     346     692    4844 CTN075_Tumor_Day6_34_xy.txt
     443     886    6202 CTN075_Tumor_Day6_35_xy.txt
     234     468    3276 CTN075_Tumor_Day6_36_xy.txt
     434     868    6076 CTN075_Tumor_Day6_37_xy.txt
     304     608    4256 CTN075_Tumor_Day6_38_xy.txt
    1379    2758   19306 CTN075_Tumor_Day6_39_xy.txt
     260     520    3640 CTN075_Tumor_Day6_43_xy.txt
     288     576    4032 CTN075_Tumor_Day6_44_xy.txt
     525    1050    7350 CTN075_Tumor_Day6_45_xy.txt
     331     662    4634 CTN075_Tumor_Day6_46_xy.txt
     142     284    1988 CTN082_Tumor_Day6_01_xy.txt
     156     312    2184 CTN082_Tumor_Day6_02_xy.txt
     261     522    3654 CTN082_Tumor_Day6_03_xy.txt
     170     340    2380 CTN082_Tumor_Day6_04_xy.txt
     116     232    1624 CTN082_Tumor_Day6_05_xy.txt
     285     570    3990 CTN082_Tumor_Day6_06_xy.txt
     172     344    2408 CTN082_Tumor_Day6_07_xy.txt
     191     382    2674 CTN082_Tumor_Day6_08_xy.txt
     210     420    2940 CTN083_Tumor_Day6_01_xy.txt
     153     306    2142 CTN083_Tumor_Day6_02_xy.txt
     144     288    2016 CTN083_Tumor_Day6_03_xy.txt
     302     604    4228 CTN083_Tumor_Day6_04_xy.txt
     574    1148    8036 CTN083_Tumor_Day6_06_xy.txt
     270     540    3780 CTN083_Tumor_Day6_08_xy.txt
     464     928    6496 CTN083_Tumor_Day6_09_xy.txt
     205     410    2870 CTN083_Tumor_Day6_10_xy.txt
     129     258    1806 CTN083_Tumor_Day6_11_xy.txt
     382     764    5348 CTN083_Tumor_Day6_12_xy.txt
    1304    2608   18256 CTN083_Tumor_Day6_13_xy.txt
     813    1626   11382 CTN083_Tumor_Day6_14_xy.txt
    1187    2374   16618 CTN083_Tumor_Day6_15_xy.txt
     329     658    4606 CTN083_Tumor_Day6_16_xy.txt
     489     978    6846 CTN083_Tumor_Day6_17_xy.txt
     160     320    2240 CTN083_Tumor_Day6_18_xy.txt
     201     402    2814 CTN084_Tumor_Day6_01_xy.txt
     144     288    2016 CTN084_Tumor_Day6_02_xy.txt
     193     386    2702 CTN084_Tumor_Day6_03_xy.txt
     164     328    2296 CTN084_Tumor_Day6_04_xy.txt
     214     428    2996 CTN084_Tumor_Day6_05_xy.txt
     168     336    2352 CTN084_Tumor_Day6_06_xy.txt
     179     358    2506 CTN084_Tumor_Day6_07_xy.txt
     106     212    1484 CTN084_Tumor_Day6_08_xy.txt
     168     336    2352 CTN084_Tumor_Day6_09_xy.txt
     895    1790   12530 CTN085_Tumor_Day6_01_xy.txt
     179     358    2506 CTN085_Tumor_Day6_02_xy.txt
     319     638    4466 CTN085_Tumor_Day6_03_xy.txt
     950    1900   13300 CTN085_Tumor_Day6_04_xy.txt
     761    1522   10654 CTN085_Tumor_Day6_05_xy.txt
     200     400    2800 CTN085_Tumor_Day6_06_xy.txt
     128     256    1792 CTN085_Tumor_Day6_08_xy.txt
     208     416    2912 CTN085_Tumor_Day6_09_xy.txt
     634    1268    8876 CTN085_Tumor_Day6_10_xy.txt
     352     704    4928 CTN085_Tumor_Day6_11_xy.txt
     945    1890   13230 CTN085_Tumor_Day6_12_xy.txt
    2454    4908   34356 CTN085_Tumor_Day6_13_xy.txt
     887    1774   12418 CTN085_Tumor_Day6_14_xy.txt
     112     224    1568 CTN085_Tumor_Day6_15_xy.txt
     203     406    2842 CTN085_Tumor_Day6_16_xy.txt
     507    1014    7098 CTN085_Tumor_Day6_17_xy.txt
     680    1360    9520 CTN085_Tumor_Day6_18_xy.txt
     202     404    2828 CTN086_Tumor_Day6_01_xy.txt
     156     312    2184 CTN086_Tumor_Day6_02_xy.txt
     292     584    4088 CTN086_Tumor_Day6_03_xy.txt
     366     732    5124 CTN086_Tumor_Day6_04_xy.txt
     386     772    5404 CTN086_Tumor_Day6_06_xy.txt
     326     652    4564 CTN086_Tumor_Day6_07_xy.txt
     169     338    2366 CTN086_Tumor_Day6_09_xy.txt
     153     306    2142 CTN086_Tumor_Day6_10_xy.txt
     259     518    3626 CTN087_Tumor_Day6_01_xy.txt
     482     964    6748 CTN087_Tumor_Day6_02_xy.txt
     368     736    5152 CTN087_Tumor_Day6_03_xy.txt
     453     906    6342 CTN087_Tumor_Day6_04_xy.txt
     153     306    2142 CTN087_Tumor_Day6_07_xy.txt
     240     480    3360 CTN087_Tumor_Day6_08_xy.txt
     402     804    5628 CTN087_Tumor_Day6_10_xy.txt
     452     904    6328 CTN087_Tumor_Day6_11_xy.txt
     481     962    6734 CTN087_Tumor_Day6_12_xy.txt
     581    1162    8134 CTN087_Tumor_Day6_13_xy.txt
     377     754    5278 CTN087_Tumor_Day6_14_xy.txt
     576    1152    8064 CTN087_Tumor_Day6_15_xy.txt
     441     882    6174 CTN087_Tumor_Day6_16_xy.txt
     454     908    6356 CTN087_Tumor_Day6_17_xy.txt
     465     930    6510 CTN087_Tumor_Day6_18_xy.txt
     435     870    6090 CTN087_Tumor_Day6_19_xy.txt
     520    1040    7280 CTN087_Tumor_Day6_20_xy.txt
     249     498    3486 CTN087_Tumor_Day6_21_xy.txt
     364     728    5096 CTN087_Tumor_Day6_22_xy.txt
     230     460    3220 CTN088_Tumor_Day6_02_xy.txt
     348     696    4872 CTN088_Tumor_Day6_03_xy.txt
    1144    2288   16016 CTN088_Tumor_Day6_04_xy.txt
     309     618    4326 CTN088_Tumor_Day6_05_xy.txt
     248     496    3472 CTN088_Tumor_Day6_06_xy.txt
     246     492    3444 CTN088_Tumor_Day6_07_xy.txt
     846    1692   11844 CTN088_Tumor_Day6_08_xy.txt
     835    1670   11690 CTN088_Tumor_Day6_09_xy.txt
     227     454    3178 CTN088_Tumor_Day6_10_xy.txt
     158     316    2212 CTN088_Tumor_Day6_11_xy.txt
     100     200    1400 CTN088_Tumor_Day6_12_xy.txt
     993    1986   13902 CTN088_Tumor_Day6_13_xy.txt
    1286    2572   18004 CTN088_Tumor_Day6_14_xy.txt
    2312    4624   32368 CTN089_Tumor_Day6_01_xy.txt
     113     226    1582 CTN089_Tumor_Day6_03_xy.txt
     461     922    6454 CTN089_Tumor_Day6_04_xy.txt
    2028    4056   28392 CTN089_Tumor_Day6_05_xy.txt
    1001    2002   14014 CTN089_Tumor_Day6_06_xy.txt
     587    1174    8218 CTN089_Tumor_Day6_07_xy.txt
     475     950    6650 CTN089_Tumor_Day6_08_xy.txt
     467     934    6538 CTN089_Tumor_Day6_09_xy.txt
     896    1792   12544 CTN089_Tumor_Day6_10_xy.txt
     516    1032    7224 CTN089_Tumor_Day6_11_xy.txt
     719    1438   10066 CTN089_Tumor_Day6_12_xy.txt
     196     392    2744 CTN089_Tumor_Day6_13_xy.txt
     284     568    3976 CTN089_Tumor_Day6_14_xy.txt
    1855    3710   25970 CTN089_Tumor_Day6_15_xy.txt
    1459    2918   20426 CTN089_Tumor_Day6_16_xy.txt
    1406    2812   19684 CTN089_Tumor_Day6_17_xy.txt
     290     580    4060 CTN089_Tumor_Day6_18_xy.txt
     449     898    6286 CTN089_Tumor_Day6_19_xy.txt
     260     520    3640 CTN089_Tumor_Day6_20_xy.txt
     171     342    2394 CTN089_Tumor_Day6_21_xy.txt
     179     358    2506 CTN091_Tumor_Day6_01_xy.txt
     186     372    2604 CTN091_Tumor_Day6_02_xy.txt
     108     216    1512 CTN091_Tumor_Day6_03_xy.txt
     291     582    4074 CTN091_Tumor_Day6_04_xy.txt
     340     680    4760 CTN091_Tumor_Day6_05_xy.txt
     317     634    4438 CTN091_Tumor_Day6_06_xy.txt
     271     542    3794 CTN091_Tumor_Day6_07_xy.txt
     575    1150    8050 CTN091_Tumor_Day6_08_xy.txt
     112     224    1568 CTN091_Tumor_Day6_09_xy.txt
     416     832    5824 CTN091_Tumor_Day6_10_xy.txt
    2349    4698   32886 CTN091_Tumor_Day6_12_xy.txt
     187     374    2618 CTN091_Tumor_Day6_13_xy.txt
    1412    2824   19768 CTN091_Tumor_Day6_14_xy.txt
     299     598    4186 CTN091_Tumor_Day6_15_xy.txt
    2054    4108   28756 CTN091_Tumor_Day6_16_xy.txt
     235     470    3290 CTN091_Tumor_Day6_17_xy.txt
     168     336    2352 CTN091_Tumor_Day6_18_xy.txt
     225     450    3150 CTN091_Tumor_Day6_19_xy.txt
     153     306    2142 CTN091_Tumor_Day6_20_xy.txt
     366     732    5124 CTN097_Tumor_Day6_01_xy.txt
     118     236    1652 CTN097_Tumor_Day6_02_xy.txt
     116     232    1624 CTN097_Tumor_Day6_03_xy.txt
     432     864    6048 CTN097_Tumor_Day6_04_xy.txt
     321     642    4494 CTN097_Tumor_Day6_05_xy.txt
     334     668    4676 CTN097_Tumor_Day6_06_xy.txt
     205     410    2870 CTN097_Tumor_Day6_07_xy.txt
      97     194    1358 CTN097_Tumor_Day6_08_xy.txt
     878    1756   12292 CTN097_Tumor_Day6_09_xy.txt
     318     636    4452 CTN097_Tumor_Day6_10_xy.txt
     210     420    2940 CTN097_Tumor_Day6_11_xy.txt
     146     292    2044 CTN097_Tumor_Day6_12_xy.txt
     240     480    3360 CTN097_Tumor_Day6_13_xy.txt
     373     746    5222 CTN097_Tumor_Day6_14_xy.txt
     344     688    4816 CTN102_Tumor_Day6_01_xy.txt
     624    1248    8736 CTN102_Tumor_Day6_02_xy.txt
     367     734    5138 CTN102_Tumor_Day6_03_xy.txt
     723    1446   10122 CTN102_Tumor_Day6_04_xy.txt
     429     858    6006 CTN102_Tumor_Day6_05_xy.txt
     282     564    3948 CTN102_Tumor_Day6_06_xy.txt
     250     500    3500 CTN102_Tumor_Day6_07_xy.txt
    1092    2184   15288 CTN102_Tumor_Day6_08_xy.txt
     502    1004    7028 CTN102_Tumor_Day6_09_xy.txt
     444     888    6216 CTN102_Tumor_Day6_10_xy.txt
     653    1306    9142 CTN102_Tumor_Day6_11_xy.txt
     494     988    6916 CTN102_Tumor_Day6_12_xy.txt
     760    1520   10640 CTN102_Tumor_Day6_13_xy.txt
     183     366    2562 CTN102_Tumor_Day6_14_xy.txt
     155     310    2170 CTN102_Tumor_Day6_15_xy.txt
     197     394    2758 CTN102_Tumor_Day6_16_xy.txt
     148     296    2072 CTN102_Tumor_Day6_17_xy.txt
     564    1128    7896 CTN102_Tumor_Day6_18_xy.txt
     677    1354    9478 CTN102_Tumor_Day6_19_xy.txt
     346     692    4844 CTN102_Tumor_Day6_20_xy.txt
    1281    2562   17934 CTN102_Tumor_Day6_21_xy.txt
     160     320    2240 CTN102_Tumor_Day6_22_xy.txt
     548    1096    7672 CTN105_Tumor_Day6_01_xy.txt
     456     912    6384 CTN105_Tumor_Day6_02_xy.txt
     448     896    6272 CTN105_Tumor_Day6_03_xy.txt
    1079    2158   15106 CTN105_Tumor_Day6_04_xy.txt
    1371    2742   19194 CTN105_Tumor_Day6_05_xy.txt
     197     394    2758 CTN105_Tumor_Day6_06_xy.txt
     290     580    4060 CTN105_Tumor_Day6_07_xy.txt
     130     260    1820 CTN105_Tumor_Day6_08_xy.txt
     573    1146    8022 CTN105_Tumor_Day6_09_xy.txt
     697    1394    9758 CTN105_Tumor_Day6_10_xy.txt
     105     210    1470 CTN105_Tumor_Day6_11_xy.txt
    1207    2414   16898 CTN105_Tumor_Day6_12_xy.txt
    1435    2870   20090 CTN105_Tumor_Day6_13_xy.txt
     212     424    2968 CTN105_Tumor_Day6_14_xy.txt
     973    1946   13622 CTN106_Tumor_Day6_01_xy.txt
    2738    5476   38332 CTN106_Tumor_Day6_02_xy.txt
     331     662    4634 CTN106_Tumor_Day6_03_xy.txt
     921    1842   12894 CTN106_Tumor_Day6_04_xy.txt
     151     302    2114 CTN106_Tumor_Day6_05_xy.txt
     150     300    2100 CTN106_Tumor_Day6_06_xy.txt
     764    1528   10696 CTN106_Tumor_Day6_07_xy.txt
     169     338    2366 CTN106_Tumor_Day6_08_xy.txt
    1045    2090   14630 CTN106_Tumor_Day6_10_xy.txt
     319     638    4466 CTN106_Tumor_Day6_11_xy.txt
     202     404    2828 CTN106_Tumor_Day6_12_xy.txt
     484     968    6776 CTN106_Tumor_Day6_13_xy.txt
     225     450    3150 CTN106_Tumor_Day6_14_xy.txt
     211     422    2954 CTN106_Tumor_Day6_15_xy.txt
     394     788    5516 CTN106_Tumor_Day6_16_xy.txt
     218     436    3052 CTN106_Tumor_Day6_17_xy.txt
     277     554    3878 CTN106_Tumor_Day6_18_xy.txt
    1331    2662   18634 CTN106_Tumor_Day6_19_xy.txt
    1637    3274   22918 CTN106_Tumor_Day6_21_xy.txt
     256     512    3584 CTN106_Tumor_Day6_22_xy.txt
     238     476    3332 CTN106_Tumor_Day6_23_xy.txt
     360     720    5040 CTN106_Tumor_Day6_24_xy.txt
     232     464    3248 CTN106_Tumor_Day6_25_xy.txt
    1524    3048   21336 CTN106_Tumor_Day6_26_xy.txt
     502    1004    7028 CTN106_Tumor_Day6_27_xy.txt
     314     628    4396 CTN106_Tumor_Day6_28_xy.txt
     186     372    2604 CTN106_Tumor_Day6_29_xy.txt
     355     710    4970 CTN106_Tumor_Day6_30_xy.txt
     332     664    4648 CTN106_Tumor_Day6_31_xy.txt
     199     398    2786 CTN106_Tumor_Day6_32_xy.txt
