key	ctn	file_new	file_orig	invasion_veena	k14_veena	orgnum
CTN019_Tumor_Day6_12	CTN019	CTN019_Day6_12.tif	CTN019d6 K14-05_AB02_12.zvi.tif	0	0	12
CTN019_Tumor_Day6_14	CTN019	CTN019_Day6_14.tif	CTN019d6 K14-05_AB02_14.zvi.tif	0	0	14
CTN019_Tumor_Day6_20	CTN019	CTN019_Day6_20.tif	CTN019d6 K14-05_AB02_20.zvi.tif	0	0	20
CTN019_Tumor_Day6_22	CTN019	CTN019_Day6_22.tif	CTN019d6 K14-05_AB02_22.zvi.tif	0	0	22
CTN019_Tumor_Day6_23	CTN019	CTN019_Day6_23.tif	CTN019d6 K14-05_AB02_23.zvi.tif	1	0	23
CTN019_Tumor_Day6_27	CTN019	CTN019_Day6_27.tif	CTN019d6 K14-05_AB02_28.zvi.tif	0	0	27
CTN019_Tumor_Day6_30	CTN019	CTN019_Day6_30.tif	CTN019d6 K14-05_AB02_31.zvi.tif	0	0	30
CTN019_Tumor_Day6_33	CTN019	CTN019_Day6_33.tif	CTN019d6 K14-05_AB02_34.zvi.tif	0	0	33
CTN019_Tumor_Day6_34	CTN019	CTN019_Day6_34.tif	CTN019d6 K14-05_AB02_35.zvi.tif	2	0	34
CTN019_Tumor_Day6_35	CTN019	CTN019_Day6_35.tif	CTN019d6 K14-05_AB02_36.zvi.tif	0	0	35
CTN019_Tumor_Day6_36	CTN019	CTN019_Day6_36.tif	CTN019d6 K14-05_AB02_37.zvi.tif	0	0	36
CTN019_Tumor_Day6_37	CTN019	CTN019_Day6_37.tif	CTN019d6 K14-05_AB02_38.zvi.tif	0	0	37
CTN019_Tumor_Day6_38	CTN019	CTN019_Day6_38.tif	CTN019d6 K14-05_AB02_39.zvi.tif	0	0	38
CTN019_Tumor_Day6_40	CTN019	CTN019_Day6_40.tif	CTN019d6 K14-05_AB02_42.zvi.tif	0	0	40
CTN019_Tumor_Day6_42	CTN019	CTN019_Day6_42.tif	CTN019d6 K14-05_AB02_45.zvi.tif	0	0	42
CTN019_Tumor_Day6_43	CTN019	CTN019_Day6_43.tif	CTN019d6 K14-05_AB02_46.zvi.tif	0	0	43
CTN021_Tumor_Day6_03	CTN021	CTN021_Day6_03.tif	CTN021d6 K14-07_Position(3).zvi.tif	0	0	03
CTN021_Tumor_Day6_04	CTN021	CTN021_Day6_04.tif	CTN021d6 K14-07_Position(4).zvi.tif	0	0	04
CTN021_Tumor_Day6_07	CTN021	CTN021_Day6_07.tif	CTN021d6 K14-07_Position(7).zvi.tif	0	0	07
CTN021_Tumor_Day6_08	CTN021	CTN021_Day6_08.tif	CTN021d6 K14-07_Position(8).zvi.tif	0	0	08
CTN021_Tumor_Day6_09	CTN021	CTN021_Day6_09.tif	CTN021d6 K14-07_Position(9).zvi.tif	0	0	09
CTN021_Tumor_Day6_10	CTN021	CTN021_Day6_10.tif	CTN021d6 K14-07_Position(10).zvi.tif	0	0	10
CTN021_Tumor_Day6_11	CTN021	CTN021_Day6_11.tif	CTN021d6 K14-07_Position(11).zvi.tif	0	0	11
CTN021_Tumor_Day6_14	CTN021	CTN021_Day6_14.tif	CTN021d6 K14-07_Position(14).zvi.tif	0	0	14
CTN021_Tumor_Day6_19	CTN021	CTN021_Day6_19.tif	CTN021d6 K14-07_Position(19).zvi.tif	0	0	19
CTN021_Tumor_Day6_20	CTN021	CTN021_Day6_20.tif	CTN021d6 K14-07_Position(20).zvi.tif	1	0	20
CTN021_Tumor_Day6_21	CTN021	CTN021_Day6_21.tif	CTN021d6 K14-07_Position(21).zvi.tif	0	0	21
CTN021_Tumor_Day6_22	CTN021	CTN021_Day6_22.tif	CTN021d6 K14-07_Position(22).zvi.tif	0	0	22
CTN021_Tumor_Day6_23	CTN021	CTN021_Day6_23.tif	CTN021d6 K14-07_Position(23).zvi.tif	0	0	23
CTN021_Tumor_Day6_24	CTN021	CTN021_Day6_24.tif	CTN021d6 K14-07_Position(24).zvi.tif	0	0	24
CTN021_Tumor_Day6_25	CTN021	CTN021_Day6_25.tif	CTN021d6 K14-07_Position(25).zvi.tif	0	0	25
CTN021_Tumor_Day6_26	CTN021	CTN021_Day6_26.tif	CTN021d6 K14-07_Position(26).zvi.tif	0	0	26
CTN021_Tumor_Day6_28	CTN021	CTN021_Day6_28.tif	CTN021d6 K14-07_Position(28).zvi.tif	0	0	28
CTN021_Tumor_Day6_29	CTN021	CTN021_Day6_29.tif	CTN021d6 K14-07_Position(29).zvi.tif	0	0	29
CTN021_Tumor_Day6_30	CTN021	CTN021_Day6_30.tif	CTN021d6 K14-07_Position(30).zvi.tif	0	0	30
CTN021_Tumor_Day6_31	CTN021	CTN021_Day6_31.tif	CTN021d6 K14-07_Position(31).zvi.tif	0	0	31
CTN021_Tumor_Day6_33	CTN021	CTN021_Day6_33.tif	CTN021d6 K14-07_Position(33).zvi.tif	0	0	33
CTN021_Tumor_Day6_34	CTN021	CTN021_Day6_34.tif	CTN021d6 K14-07_Position(34).zvi.tif	0	0	34
CTN021_Tumor_Day6_35	CTN021	CTN021_Day6_35.tif	CTN021d6 K14-07_Position(35).zvi.tif	0	0	35
CTN021_Tumor_Day6_37	CTN021	CTN021_Day6_37.tif	CTN021d6 K14-07_Position(37).zvi.tif	0	0	37
CTN021_Tumor_Day6_38	CTN021	CTN021_Day6_38.tif	CTN021d6 K14-07_Position(38).zvi.tif	0	0	38
CTN021_Tumor_Day6_44	CTN021	CTN021_Day6_44.tif	CTN021d6 K14-07_Position(45).zvi.tif	0	0	44
CTN021_Tumor_Day6_45	CTN021	CTN021_Day6_45.tif	CTN021d6 K14-07_Position(46).zvi.tif	0	0	45
CTN021_Tumor_Day6_46	CTN021	CTN021_Day6_46.tif	CTN021d6 K14-07_Position(48).zvi.tif	0	0	46
CTN021_Tumor_Day6_48	CTN021	CTN021_Day6_48.tif	CTN021d6 K14-07_Position(50).zvi.tif	0	0	48
CTN021_Tumor_Day6_50	CTN021	CTN021_Day6_50.tif	CTN021d6 K14-07_Position(52).zvi.tif	0	0	50
CTN024_Tumor_Day6_01	CTN024	CTN024_Day6_01.tif	CTN024-01_AC01_01.zvi.tif	2	3	01
CTN024_Tumor_Day6_02	CTN024	CTN024_Day6_02.tif	CTN024-01_AC01_02.zvi.tif	3	3	02
CTN024_Tumor_Day6_03	CTN024	CTN024_Day6_03.tif	CTN024-01_AC01_03.zvi.tif	1	3	03
CTN024_Tumor_Day6_04	CTN024	CTN024_Day6_04.tif	CTN024-01_AC01_04.zvi.tif	0	3	04
CTN024_Tumor_Day6_05	CTN024	CTN024_Day6_05.tif	CTN024-01_AC01_06.zvi.tif	0	2	05
CTN024_Tumor_Day6_06	CTN024	CTN024_Day6_06.tif	CTN024-01_AC01_07.zvi.tif	2	1	06
CTN024_Tumor_Day6_08	CTN024	CTN024_Day6_08.tif	CTN024-01_AC01_09.zvi.tif	0	0	08
CTN024_Tumor_Day6_09	CTN024	CTN024_Day6_09.tif	CTN024-01_AC01_10.zvi.tif	0	1	09
CTN024_Tumor_Day6_10	CTN024	CTN024_Day6_10.tif	CTN024-01_AC01_11.zvi.tif	3	1	10
CTN024_Tumor_Day6_11	CTN024	CTN024_Day6_11.tif	CTN024-01_AC01_13.zvi.tif	3	2	11
CTN024_Tumor_Day6_12	CTN024	CTN024_Day6_12.tif	CTN024-01_AC01_14.zvi.tif	3	3	12
CTN024_Tumor_Day6_13	CTN024	CTN024_Day6_13.tif	CTN024-01_AC01_15.zvi.tif	0	0	13
CTN024_Tumor_Day6_14	CTN024	CTN024_Day6_14.tif	CTN024-01_AC01_16.zvi.tif	1	0	14
CTN024_Tumor_Day6_15	CTN024	CTN024_Day6_15.tif	CTN024-01_AC01_17.zvi.tif	1	0	15
CTN024_Tumor_Day6_16	CTN024	CTN024_Day6_16.tif	CTN024-01_AC01_131.zvi.tif	0	1	16
CTN024_Tumor_Day6_17	CTN024	CTN024_Day6_17.tif	CTN024-01_AC01_141.zvi.tif	1	2	17
CTN036_Tumor_Day6_01	CTN036	CTN036_Day6_01.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_01.zvi.tif	0	0	01
CTN036_Tumor_Day6_02	CTN036	CTN036_Day6_02.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_02.zvi.tif	0	0	02
CTN036_Tumor_Day6_03	CTN036	CTN036_Day6_03.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_03.zvi.tif	0	0	03
CTN036_Tumor_Day6_04	CTN036	CTN036_Day6_04.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_04.zvi.tif	0	1	04
CTN036_Tumor_Day6_05	CTN036	CTN036_Day6_05.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_05.zvi.tif	1	0	05
CTN036_Tumor_Day6_06	CTN036	CTN036_Day6_06.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_06.zvi.tif	1	0	06
CTN036_Tumor_Day6_07	CTN036	CTN036_Day6_07.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_07.zvi.tif	2	0	07
CTN036_Tumor_Day6_08	CTN036	CTN036_Day6_08.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_08.zvi.tif	3	3	08
CTN036_Tumor_Day6_09	CTN036	CTN036_Day6_09.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_09.zvi.tif	1	0	09
CTN036_Tumor_Day6_10	CTN036	CTN036_Day6_10.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_10.zvi.tif	0	0	10
CTN036_Tumor_Day6_11	CTN036	CTN036_Day6_11.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_11.zvi.tif	2	1	11
CTN036_Tumor_Day6_12	CTN036	CTN036_Day6_12.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_12.zvi.tif	1	0	12
CTN036_Tumor_Day6_14	CTN036	CTN036_Day6_14.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_14.zvi.tif	2	3	14
CTN036_Tumor_Day6_17	CTN036	CTN036_Day6_17.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_17.zvi.tif	0	0	17
CTN036_Tumor_Day6_18	CTN036	CTN036_Day6_18.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_18.zvi.tif	2	0	18
CTN036_Tumor_Day6_19	CTN036	CTN036_Day6_19.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_19.zvi.tif	1	0	19
CTN036_Tumor_Day6_20	CTN036	CTN036_Day6_20.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_20.zvi.tif	1	1	20
CTN036_Tumor_Day6_22	CTN036	CTN036_Day6_22.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_22.zvi.tif	0	0	22
CTN036_Tumor_Day6_23	CTN036	CTN036_Day6_23.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_23.zvi.tif	1	1	23
CTN036_Tumor_Day6_24	CTN036	CTN036_Day6_24.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_24.zvi.tif	0	0	24
CTN036_Tumor_Day6_25	CTN036	CTN036_Day6_25.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_25.zvi.tif	0	0	25
CTN036_Tumor_Day6_27	CTN036	CTN036_Day6_27.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_27.zvi.tif	3	3	27
CTN036_Tumor_Day6_33	CTN036	CTN036_Day6_33.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_33.zvi.tif	1	1	33
CTN036_Tumor_Day6_34	CTN036	CTN036_Day6_34.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_34.zvi.tif	0	1	34
CTN036_Tumor_Day6_35	CTN036	CTN036_Day6_35.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_36.zvi.tif	0	0	35
CTN036_Tumor_Day6_37	CTN036	CTN036_Day6_37.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_38.zvi.tif	0	0	37
CTN036_Tumor_Day6_41	CTN036	CTN036_Day6_41.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_42.zvi.tif	3	3	41
CTN036_Tumor_Day6_47	CTN036	CTN036_Day6_47.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_48.zvi.tif	0	0	47
CTN036_Tumor_Day6_48	CTN036	CTN036_Day6_48.tif	CTN036 d6 Tumor K14, SMA, Phal wellb3-02_AB03_49.zvi.tif	1	0	48
CTN037_Tumor_Day6_01	CTN037	CTN037_Day6_01.tif	CTN037 d6 Tumor-13_Position(55).tif_Files.tif	0	0	01
CTN037_Tumor_Day6_02	CTN037	CTN037_Day6_02.tif	CTN037 d6 Tumor-13_Position(56).tif_Files.tif	0	0	02
CTN037_Tumor_Day6_03	CTN037	CTN037_Day6_03.tif	CTN037 d6 Tumor-13_Position(57).tif_Files.tif	0	1	03
CTN037_Tumor_Day6_04	CTN037	CTN037_Day6_04.tif	CTN037 d6 Tumor-13_Position(58).tif_Files.tif	0	0	04
CTN037_Tumor_Day6_05	CTN037	CTN037_Day6_05.tif	CTN037 d6 Tumor-13_Position(59).tif_Files.tif	0	0	05
CTN037_Tumor_Day6_06	CTN037	CTN037_Day6_06.tif	CTN037 d6 Tumor-13_Position(60).tif_Files.tif	1	0	06
CTN038_Tumor_Day6_01	CTN038	CTN038_Day6_01.tif	CTN038 d6 Tumor-18_Position(120).tif_Files.tif	0	0	01
CTN038_Tumor_Day6_02	CTN038	CTN038_Day6_02.tif	CTN038 d6 Tumor-18_Position(121).tif_Files.tif	0	0	02
CTN038_Tumor_Day6_04	CTN038	CTN038_Day6_04.tif	CTN038 d6 Tumor-18_Position(123).tif_Files.tif	0	0	04
CTN039_Tumor_Day6_12	CTN039	CTN039_Day6_12.tif	CTN039 d6 Tumor-22_Position(187).tif_Files.tif	0	1	12
CTN041_Tumor_Day6_05	CTN041	CTN041_Day6_05.tif	CTN041 d6 Tumor-03_Position(341).tif_Files.tif	0	0	05
CTN041_Tumor_Day6_08	CTN041	CTN041_Day6_08.tif	CTN041 d6 Tumor-03_Position(344).tif_Files.tif	0	0	08
CTN041_Tumor_Day6_19	CTN041	CTN041_Day6_19.tif	CTN041 d6 Tumor-03_Position(355).tif_Files.tif	0	0	19
CTN041_Tumor_Day6_22	CTN041	CTN041_Day6_22.tif	CTN041 d6 Tumor-03_Position(358).tif_Files.tif	0	0	22
CTN041_Tumor_Day6_30	CTN041	CTN041_Day6_30.tif	CTN041 d6 Tumor-03_Position(366).tif_Files.tif	0	0	30
CTN041_Tumor_Day6_31	CTN041	CTN041_Day6_31.tif	CTN041 d6 Tumor-03_Position(367).tif_Files.tif	0	0	31
CTN041_Tumor_Day6_32	CTN041	CTN041_Day6_32.tif	CTN041 d6 Tumor-03_Position(368).tif_Files.tif	0	0	32
CTN041_Tumor_Day6_33	CTN041	CTN041_Day6_33.tif	CTN041 d6 Tumor-03_Position(369).tif_Files.tif	0	0	33
CTN042_Tumor_Day6_01	CTN042	CTN042_Day6_01.tif	CTn042 d6 K14-02_Position(173).zvi.tif	2	0	01
CTN042_Tumor_Day6_02	CTN042	CTN042_Day6_02.tif	CTn042 d6 K14-02_Position(174).zvi.tif	3	2	02
CTN042_Tumor_Day6_03	CTN042	CTN042_Day6_03.tif	CTn042 d6 K14-02_Position(175).zvi.tif	1	1	03
CTN042_Tumor_Day6_04	CTN042	CTN042_Day6_04.tif	CTn042 d6 K14-02_Position(176).zvi.tif	0	0	04
CTN042_Tumor_Day6_05	CTN042	CTN042_Day6_05.tif	CTn042 d6 K14-02_Position(177).zvi.tif	0	0	05
CTN042_Tumor_Day6_06	CTN042	CTN042_Day6_06.tif	CTn042 d6 K14-02_Position(178).zvi.tif	0	0	06
CTN042_Tumor_Day6_07	CTN042	CTN042_Day6_07.tif	CTn042 d6 K14-02_Position(179).zvi.tif	0	0	07
CTN042_Tumor_Day6_08	CTN042	CTN042_Day6_08.tif	CTn042 d6 K14-02_Position(180).zvi.tif	2	2	08
CTN042_Tumor_Day6_09	CTN042	CTN042_Day6_09.tif	CTn042 d6 K14-02_Position(181).zvi.tif	3	2	09
CTN042_Tumor_Day6_10	CTN042	CTN042_Day6_10.tif	CTn042 d6 K14-02_Position(182).zvi.tif	0	0	10
CTN042_Tumor_Day6_11	CTN042	CTN042_Day6_11.tif	CTn042 d6 K14-02_Position(183).zvi.tif	3	2	11
CTN042_Tumor_Day6_12	CTN042	CTN042_Day6_12.tif	CTn042 d6 K14-02_Position(184).zvi.tif	0	0	12
CTN042_Tumor_Day6_13	CTN042	CTN042_Day6_13.tif	CTn042 d6 K14-02_Position(185).zvi.tif	0	0	13
CTN042_Tumor_Day6_14	CTN042	CTN042_Day6_14.tif	CTn042 d6 K14-02_Position(186).zvi.tif	0	0	14
CTN042_Tumor_Day6_15	CTN042	CTN042_Day6_15.tif	CTn042 d6 K14-02_Position(187).zvi.tif	0	0	15
CTN042_Tumor_Day6_16	CTN042	CTN042_Day6_16.tif	CTn042 d6 K14-02_Position(188).zvi.tif	0	0	16
CTN042_Tumor_Day6_17	CTN042	CTN042_Day6_17.tif	CTn042 d6 K14-02_Position(189).zvi.tif	0	0	17
CTN042_Tumor_Day6_18	CTN042	CTN042_Day6_18.tif	CTn042 d6 K14-02_Position(190).zvi.tif	0	0	18
CTN042_Tumor_Day6_19	CTN042	CTN042_Day6_19.tif	CTn042 d6 K14-02_Position(191).zvi.tif	0	0	19
CTN042_Tumor_Day6_20	CTN042	CTN042_Day6_20.tif	CTn042 d6 K14-02_Position(192).zvi.tif	0	0	20
CTN042_Tumor_Day6_21	CTN042	CTN042_Day6_21.tif	CTn042 d6 K14-02_Position(193).zvi.tif	0	0	21
CTN042_Tumor_Day6_22	CTN042	CTN042_Day6_22.tif	CTn042 d6 K14-02_Position(194).zvi.tif	0	0	22
CTN042_Tumor_Day6_23	CTN042	CTN042_Day6_23.tif	CTn042 d6 K14-02_Position(195).zvi.tif	1	2	23
CTN042_Tumor_Day6_24	CTN042	CTN042_Day6_24.tif	CTn042 d6 K14-02_Position(196).zvi.tif	2	1	24
CTN042_Tumor_Day6_25	CTN042	CTN042_Day6_25.tif	CTn042 d6 K14-02_Position(197).zvi.tif	0	1	25
CTN042_Tumor_Day6_26	CTN042	CTN042_Day6_26.tif	CTn042 d6 K14-02_Position(198).zvi.tif	0	1	26
CTN042_Tumor_Day6_27	CTN042	CTN042_Day6_27.tif	CTn042 d6 K14-02_Position(200).zvi.tif	0	0	27
CTN042_Tumor_Day6_28	CTN042	CTN042_Day6_28.tif	CTn042 d6 K14-02_Position(201).zvi.tif	1	1	28
CTN042_Tumor_Day6_29	CTN042	CTN042_Day6_29.tif	CTn042 d6 K14-02_Position(202).zvi.tif	0	1	29
CTN042_Tumor_Day6_30	CTN042	CTN042_Day6_30.tif	CTn042 d6 K14-02_Position(203).zvi.tif	0	1	30
CTN042_Tumor_Day6_31	CTN042	CTN042_Day6_31.tif	CTn042 d6 K14-02_Position(204).zvi.tif	0	0	31
CTN042_Tumor_Day6_32	CTN042	CTN042_Day6_32.tif	CTn042 d6 K14-02_Position(205).zvi.tif	0	0	32
CTN042_Tumor_Day6_33	CTN042	CTN042_Day6_33.tif	CTn042 d6 K14-02_Position(206).zvi.tif	0	0	33
CTN042_Tumor_Day6_34	CTN042	CTN042_Day6_34.tif	CTn042 d6 K14-02_Position(207).zvi.tif	0	0	34
CTN042_Tumor_Day6_35	CTN042	CTN042_Day6_35.tif	CTn042 d6 K14-02_Position(208).zvi.tif	1	1	35
CTN042_Tumor_Day6_36	CTN042	CTN042_Day6_36.tif	CTn042 d6 K14-02_Position(209).zvi.tif	1	1	36
CTN042_Tumor_Day6_37	CTN042	CTN042_Day6_37.tif	CTn042 d6 K14-02_Position(210).zvi.tif	1	1	37
CTN042_Tumor_Day6_38	CTN042	CTN042_Day6_38.tif	CTn042 d6 K14-02_Position(211).zvi.tif	1	1	38
CTN042_Tumor_Day6_39	CTN042	CTN042_Day6_39.tif	CTn042 d6 K14-02_Position(212).zvi.tif	1	1	39
CTN042_Tumor_Day6_40	CTN042	CTN042_Day6_40.tif	CTn042 d6 K14-02_Position(213).zvi.tif	1	1	40
CTN042_Tumor_Day6_41	CTN042	CTN042_Day6_41.tif	CTn042 d6 K14-02_Position(214).zvi.tif	2	2	41
CTN044_Tumor_Day6_01	CTN044	CTN044_Day6_01.tif	CTn044 d6 tumor K14 -07_AA03_01.zvi.tif	0	1	01
CTN044_Tumor_Day6_02	CTN044	CTN044_Day6_02.tif	CTn044 d6 tumor K14 -07_AA03_02.zvi.tif	0	1	02
CTN044_Tumor_Day6_03	CTN044	CTN044_Day6_03.tif	CTn044 d6 tumor K14 -07_AA03_03.zvi.tif	0	0	03
CTN044_Tumor_Day6_04	CTN044	CTN044_Day6_04.tif	CTn044 d6 tumor K14 -07_AA03_04.zvi.tif	0	2	04
CTN044_Tumor_Day6_05	CTN044	CTN044_Day6_05.tif	CTn044 d6 tumor K14 -07_AA03_05.zvi.tif	0	0	05
CTN044_Tumor_Day6_06	CTN044	CTN044_Day6_06.tif	CTn044 d6 tumor K14 -07_AA03_06.zvi.tif	0	1	06
CTN044_Tumor_Day6_07	CTN044	CTN044_Day6_07.tif	CTn044 d6 tumor K14 -07_AA03_07.zvi.tif	0	1	07
CTN044_Tumor_Day6_08	CTN044	CTN044_Day6_08.tif	CTn044 d6 tumor K14 -07_AA03_08.zvi.tif	0	2	08
CTN044_Tumor_Day6_09	CTN044	CTN044_Day6_09.tif	CTn044 d6 tumor K14 -07_AA03_09.zvi.tif	0	1	09
CTN044_Tumor_Day6_10	CTN044	CTN044_Day6_10.tif	CTn044 d6 tumor K14 -07_AA04_01.zvi.tif	0	0	10
CTN044_Tumor_Day6_11	CTN044	CTN044_Day6_11.tif	CTn044 d6 tumor K14 -07_AA04_02.zvi.tif	0	0	11
CTN044_Tumor_Day6_12	CTN044	CTN044_Day6_12.tif	CTn044 d6 tumor K14 -07_AA04_03.zvi.tif	0	2	12
CTN044_Tumor_Day6_13	CTN044	CTN044_Day6_13.tif	CTn044 d6 tumor K14 -07_AA04_04.zvi.tif	0	2	13
CTN045_Tumor_Day6_01	CTN045	CTN045_Day6_01.tif	CTn045 d6 Tumor K14-17_AA03_01.zvi.tif	0	0	01
CTN045_Tumor_Day6_02	CTN045	CTN045_Day6_02.tif	CTn045 d6 Tumor K14-17_AA03_02.zvi.tif	0	1	02
CTN045_Tumor_Day6_03	CTN045	CTN045_Day6_03.tif	CTn045 d6 Tumor K14-17_AA04_01.zvi.tif	0	1	03
CTN046_Tumor_Day6_01	CTN046	CTN046_Day6_01.tif	CTn046 d6 Tumor K14-16_Position(46).zvi.tif	2	1	01
CTN046_Tumor_Day6_02	CTN046	CTN046_Day6_02.tif	CTn046 d6 Tumor K14-16_Position(47).zvi.tif	0	0	02
CTN046_Tumor_Day6_03	CTN046	CTN046_Day6_03.tif	CTn046 d6 Tumor K14-16_Position(48).zvi.tif	0	0	03
CTN046_Tumor_Day6_04	CTN046	CTN046_Day6_04.tif	CTn046 d6 Tumor K14-16_Position(49).zvi.tif	0	0	04
CTN046_Tumor_Day6_05	CTN046	CTN046_Day6_05.tif	CTn046 d6 Tumor K14-16_Position(50).zvi.tif	0	1	05
CTN046_Tumor_Day6_06	CTN046	CTN046_Day6_06.tif	CTn046 d6 Tumor K14-16_Position(51).zvi.tif	0	0	06
CTN046_Tumor_Day6_07	CTN046	CTN046_Day6_07.tif	CTn046 d6 Tumor K14-16_Position(52).zvi.tif	0	1	07
CTN046_Tumor_Day6_08	CTN046	CTN046_Day6_08.tif	CTn046 d6 Tumor K14-16_Position(53).zvi.tif	0	1	08
CTN046_Tumor_Day6_09	CTN046	CTN046_Day6_09.tif	CTn046 d6 Tumor K14-16_Position(54).zvi.tif	0	1	09
CTN046_Tumor_Day6_10	CTN046	CTN046_Day6_10.tif	CTn046 d6 Tumor K14-16_Position(55).zvi.tif	0	1	10
CTN046_Tumor_Day6_11	CTN046	CTN046_Day6_11.tif	CTn046 d6 Tumor K14-16_Position(56).zvi.tif	0	1	11
CTN046_Tumor_Day6_12	CTN046	CTN046_Day6_12.tif	CTn046 d6 Tumor K14-16_Position(57).zvi.tif	0	1	12
CTN046_Tumor_Day6_13	CTN046	CTN046_Day6_13.tif	CTn046 d6 Tumor K14-16_Position(58).zvi.tif	0	1	13
CTN046_Tumor_Day6_14	CTN046	CTN046_Day6_14.tif	CTn046 d6 Tumor K14-16_Position(59).zvi.tif	0	1	14
CTN046_Tumor_Day6_15	CTN046	CTN046_Day6_15.tif	CTn046 d6 Tumor K14-16_Position(60).zvi.tif	0	1	15
CTN046_Tumor_Day6_16	CTN046	CTN046_Day6_16.tif	CTn046 d6 Tumor K14-16_Position(61).zvi.tif	0	1	16
CTN046_Tumor_Day6_17	CTN046	CTN046_Day6_17.tif	CTn046 d6 Tumor K14-16_Position(62).zvi.tif	0	0	17
CTN046_Tumor_Day6_18	CTN046	CTN046_Day6_18.tif	CTn046 d6 Tumor K14-16_Position(63).zvi.tif	0	1	18
CTN046_Tumor_Day6_19	CTN046	CTN046_Day6_19.tif	CTn046 d6 Tumor K14-16_Position(64).zvi.tif	0	0	19
CTN046_Tumor_Day6_20	CTN046	CTN046_Day6_20.tif	CTn046 d6 Tumor K14-16_Position(65).zvi.tif	0	0	20
CTN047_Tumor_Day6_01	CTN047	CTN047_Day6_01.tif	CTN047 d6 Tumor-024_Position(37).tif_Files.tif	2	2	01
CTN047_Tumor_Day6_02	CTN047	CTN047_Day6_02.tif	CTN047 d6 Tumor-024_Position(38).tif_Files.tif	0	1	02
CTN047_Tumor_Day6_03	CTN047	CTN047_Day6_03.tif	CTN047 d6 Tumor-024_Position(39).tif_Files.tif	0	0	03
CTN047_Tumor_Day6_04	CTN047	CTN047_Day6_04.tif	CTN047 d6 Tumor-024_Position(40).tif_Files.tif	2	2	04
CTN047_Tumor_Day6_05	CTN047	CTN047_Day6_05.tif	CTN047 d6 Tumor-024_Position(41).tif_Files.tif	0	1	05
CTN047_Tumor_Day6_06	CTN047	CTN047_Day6_06.tif	CTN047 d6 Tumor-024_Position(42).tif_Files.tif	0	2	06
CTN047_Tumor_Day6_08	CTN047	CTN047_Day6_08.tif	CTN047 d6 Tumor-024_Position(44).tif_Files.tif	0	2	08
CTN047_Tumor_Day6_09	CTN047	CTN047_Day6_09.tif	CTN047 d6 Tumor-024_Position(45).tif_Files.tif	2	2	09
CTN048_Tumor_Day6_01	CTN048	CTN048_Day6_01.tif	CTN048 d6 Tumor-036_AB03_01.tif_Files.tif	1	0	01
CTN048_Tumor_Day6_02	CTN048	CTN048_Day6_02.tif	CTN048 d6 Tumor-036_AB03_02.tif_Files.tif	1	0	02
CTN048_Tumor_Day6_03	CTN048	CTN048_Day6_03.tif	CTN048 d6 Tumor-036_AB03_03.tif_Files.tif	2	1	03
CTN048_Tumor_Day6_04	CTN048	CTN048_Day6_04.tif	CTN048 d6 Tumor-036_AB03_04.tif_Files.tif	0	0	04
CTN048_Tumor_Day6_05	CTN048	CTN048_Day6_05.tif	CTN048 d6 Tumor-036_AB03_05.tif_Files.tif	1	0	05
CTN048_Tumor_Day6_06	CTN048	CTN048_Day6_06.tif	CTN048 d6 Tumor-036_AB03_06.tif_Files.tif	1	0	06
CTN048_Tumor_Day6_07	CTN048	CTN048_Day6_07.tif	CTN048 d6 Tumor-036_AB03_07.tif_Files.tif	0	0	07
